user_id,age,gender,location,platform,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,stress_level,attention_span_score,focus_level,task_completion_rate
3781,22,Male,Urban,TikTok,4.48,10.36,11,46,7.27,7.5,Medium,6.12,4.51,40.2
3782,17,Male,Rural,TikTok,4.73,9.72,14,44,5.85,4.5,High,8.17,7.26,49.4
3783,19,Male,Rural,Instagram Reels,4.15,10.62,11,44,7.32,2.9,Medium,9.01,5.99,59.1
3784,17,Female,Urban,Instagram Reels,3.23,9.94,9,34,6.97,5.1,Medium,8.78,8.42,54.5
3785,32,Female,Urban,Instagram Reels,1.28,4.41,3,14,7.29,5.3,Low,7.95,6.37,52.5
3786,24,Male,Urban,Instagram Reels,2.4,5.9,7,5,6.35,5.3,Low,7.79,5.55,39
3787,39,Female,Urban,YouTube Shorts,1.72,5.5,3,16,6.11,6.9,Medium,9.17,5.86,48.6
3788,19,Female,Suburban,YouTube Shorts,4,9,10,43,5.08,5.4,High,8.17,4.27,40.2
3789,36,Non-binary,Suburban,Instagram Reels,0.68,3.02,2,34,7.22,6,Low,9.81,7.39,59.4
3790,37,Female,Rural,Instagram Reels,0.97,2,3,12,9.24,7.1,Low,10,7.76,54.1
3791,21,Female,Urban,YouTube Shorts,3.05,9.22,8,36,7.53,2.9,Medium,7.71,5.17,41.1
3792,27,Male,Suburban,TikTok,3.83,11.24,11,25,6.89,2.9,Medium,8.48,8.32,54.8
3793,38,Male,Rural,YouTube Shorts,3.97,9.6,10,35,5.89,3.8,High,6.46,3.91,29.7
3794,39,Non-binary,Suburban,Instagram Reels,2.55,6.5,5,1,7.81,6,Medium,8.24,5.53,40.2
3795,31,Male,Urban,Instagram Reels,3.08,6.52,11,33,7.52,4.6,Low,10,8.71,45.2
3796,44,Male,Urban,Instagram Reels,0.3,5.25,1,11,7.49,5.5,Low,8.96,7.87,58.6
3797,33,Female,Urban,TikTok,2.77,5.5,5,28,8.49,5.5,Medium,9.04,6.44,59
3798,22,Female,Suburban,Instagram Reels,2.49,5.46,7,24,6.88,6.7,Low,7.47,6.43,49.1
3799,25,Male,Rural,YouTube Shorts,2.37,8.34,8,36,7.82,6.1,Low,8.67,7.9,59.1
3800,32,Female,Suburban,TikTok,1.22,3.44,4,16,8.37,6.7,Medium,9.12,7.65,60
3801,17,Female,Urban,Instagram Reels,4.19,10.42,11,49,5.64,2,High,7.69,5.11,40
3802,25,Female,Suburban,YouTube Shorts,2.72,8.88,6,26,8.19,3.9,Low,9.78,7.34,69.9
3803,30,Male,Urban,TikTok,5.41,14.81,15,,7.78,3.5,Medium,7.28,5.02,37.1
3804,44,Male,Rural,YouTube Shorts,1.87,3.83,4,33,6.91,4.3,Medium,8.56,6.29,43.6
3805,30,Female,Suburban,YouTube Shorts,4.31,12.64,14,45,7.12,,High,7.45,4.79,22.9
3806,15,Male,Urban,TikTok,5.22,11.16,11,48,5.7,4.9,High,7.26,4.28,40.2
3807,22,Female,Urban,TikTok,4.39,9.91,11,45,6.84,5,High,5.97,3.37,29.8
3808,27,Female,Urban,YouTube Shorts,2.99,7.83,9,53,7.82,4.2,Low,8.25,5.93,49
3809,24,Male,Suburban,YouTube Shorts,5.25,11.4,14,53,6.24,4.1,Medium,6.1,4.27,14.2
3810,27,Female,Suburban,TikTok,4.19,11.24,10,,8.29,3.6,Low,6.45,6.51,47.6
3811,29,Female,Urban,Instagram Reels,2.73,7.61,4,,6.84,6,Medium,8.52,5.44,30.1
3812,19,Male,Rural,TikTok,3.6,7.04,9,52,4.68,3.8,High,6.86,4.55,23
3813,36,Male,Suburban,Instagram Reels,3.09,9.86,7,48,7.66,4.7,Medium,7.97,7.54,58.1
3814,25,Female,Urban,YouTube Shorts,2.09,6.8,3,26,8.61,5.3,Low,9.66,7.05,63.3
3815,22,Male,Urban,Instagram Reels,5.26,12.38,12,44,7.15,1.3,High,7.54,5.63,31.3
3816,23,Male,Urban,YouTube Shorts,4.17,12.14,13,69,5.76,2.1,High,7.88,4.52,33.5
3817,25,Female,Urban,Instagram Reels,3.67,9.06,11,45,6.71,2.5,Medium,7.78,6.15,30.5
3818,24,Female,Urban,TikTok,3.94,9.57,9,43,5.77,4.8,High,6.1,4.12,40.9
3819,29,Female,Urban,YouTube Shorts,2.64,9.25,9,33,7.51,6.2,Low,8.95,5.48,49.6
3820,38,Female,Rural,YouTube Shorts,0.52,3.3,2,27,8.65,6.8,Low,9.83,7.27,49.6
3821,27,Female,Urban,YouTube Shorts,2.73,7.27,11,51,7.55,2,Medium,6.05,4.1,36.6
3822,28,Male,Suburban,Instagram Reels,3.61,7.9,7,33,6.9,5.2,Medium,8.24,6.61,34.1
3823,21,Male,Urban,Instagram Reels,3.16,8.74,7,21,7.48,6.1,High,7.5,5.69,50.8
3824,26,Non-binary,Urban,Instagram Reels,4.12,13.52,8,45,7.18,2.2,High,7.31,4.33,36.8
3825,37,Female,Urban,YouTube Shorts,1.66,5.44,8,37,8.18,4.9,Low,7.66,6.61,56.8
3826,31,Male,Rural,YouTube Shorts,3.3,7.05,8,34,7.5,6,High,7.93,5.63,21.6
3827,29,Female,Urban,TikTok,4.2,8.78,9,32,7.37,4.6,Medium,7.82,5.01,29.2
3828,18,Male,Urban,TikTok,4.83,10.29,13,53,7.76,3.2,High,7.07,4.06,41.5
3829,17,Male,Suburban,TikTok,4.52,8.42,11,45,6.96,5.1,Medium,6.44,6,45.7
3830,33,Female,Suburban,YouTube Shorts,1.32,3.99,1,13,9.06,4.4,Low,9.56,7.2,65.5
3831,30,Female,Rural,YouTube Shorts,3.11,7.83,9,32,7.81,3.7,Low,9.3,7.67,43.3
3832,28,Female,Urban,YouTube Shorts,2.96,6.98,8,51,7.52,6,High,6.96,4.49,37.5
3833,25,Male,Suburban,TikTok,5.29,11.57,15,53,6.33,3.7,High,7.54,5.96,43.7
3834,44,Male,Urban,TikTok,2.47,6.11,5,24,7.92,,Medium,7.52,4.8,43.2
3835,35,Female,Suburban,Instagram Reels,1.83,6.07,6,45,7.48,5.3,Medium,9.65,6.83,56.7
3836,34,Male,Rural,YouTube Shorts,2.75,9.73,6,43,6.75,6.1,Medium,7.28,4.14,32.4
3837,28,Female,Urban,YouTube Shorts,4.1,9.64,7,13,6.14,2.2,High,4.82,2.71,35.6
3838,21,Male,Rural,TikTok,3.69,7.64,9,41,7,4.9,High,9.83,5.27,43.1
3839,26,Female,Urban,TikTok,3.25,9.63,7,30,5.82,,High,7.39,4.71,40.2
3840,24,Female,Suburban,TikTok,4.57,9.87,15,58,5.28,3.7,High,6.34,2.48,12.2
3841,22,Male,Suburban,Instagram Reels,4.94,12.11,11,49,5.31,3.5,High,7.63,5.25,39.7
3842,23,Male,Suburban,TikTok,4.18,9.71,10,44,6.93,5.3,High,5.37,2.45,17.2
3843,27,Unknown,Suburban,YouTube Shorts,3.3,9.45,9,28,9.37,3.8,Low,8.04,7.06,63.8
3844,30,Male,Urban,Instagram Reels,3.6,11.12,5,20,7.05,5.5,High,7.29,5.39,30.6
3845,35,Male,Rural,Instagram Reels,1.84,8.07,3,15,8.65,4.6,Medium,7.83,4.81,53.1
3846,15,Female,Rural,TikTok,5.72,11.7,15,49,6.28,1.8,High,4.74,2.39,10
3847,29,Male,Urban,Instagram Reels,3.29,7.04,5,29,9.11,7.1,Low,8.01,6.14,41.9
3848,17,Male,Suburban,Instagram Reels,4.47,9.77,10,29,6.04,5.1,High,6.81,4.16,28.3
3849,23,Male,Urban,TikTok,5.12,12.93,14,57,7.19,1.6,High,7.63,6.05,36.6
3850,38,Non-binary,Urban,TikTok,2,6.23,5,8,8.26,5,Low,7.11,4.63,43.6
3851,21,Female,Rural,YouTube Shorts,2.8,7.48,6,27,7.45,5.9,Medium,7.65,5.02,34.3
3852,18,Male,Urban,TikTok,5.3,12.07,16,,6.41,3.7,High,5.9,3.32,40.2
3853,26,Female,Suburban,Instagram Reels,3.93,10.33,9,32,7.29,2.8,Medium,8.8,6.02,55.6
3854,18,Female,Suburban,Instagram Reels,3.97,8.65,10,26,5.34,2.4,High,5.46,3.67,31.8
3855,21,Non-binary,Rural,TikTok,4.9,8.65,13,35,6.91,6.2,High,6.54,3.28,25.5
3857,30,Female,Urban,TikTok,4.01,10.73,11,61,7.28,6.2,Medium,6.89,5.46,24.2
3858,29,Female,Urban,TikTok,2.44,6.46,5,25,7.57,3.7,Low,8.87,8.17,50.7
3859,26,Female,Urban,TikTok,3.58,11.7,9,16,7.81,3.3,Medium,6.88,4.17,39
3860,29,Male,Urban,Instagram Reels,3.4,8.05,10,35,6.74,2.2,High,7.18,2.96,26.1
3861,31,Female,Suburban,TikTok,2.24,6.1,6,18,7.67,3.2,Low,8.04,5.79,45
3862,36,Female,Urban,TikTok,3.49,11.29,6,24,7.23,4.9,Low,8.41,6.23,56.1
3863,39,Female,Urban,Instagram Reels,2.28,7.33,5,1,9.24,7.4,Low,9.76,8.12,54.4
3864,30,Female,Urban,TikTok,3.54,7.41,8,12,7.92,5.8,Medium,7.22,4.31,24.7
3865,43,Female,Urban,TikTok,3.11,5.82,7,23,7.69,7.4,Medium,7.86,5.94,50.2
3866,32,Female,Urban,Instagram Reels,3.04,8.42,8,26,8.07,4.1,Medium,8.53,4.17,48.2
3867,38,Male,Urban,YouTube Shorts,1.49,6.58,3,0,9.9075,4.9,Low,8.95,7.63,60.5
3868,27,Male,Suburban,TikTok,4.23,10.86,7,30,7.8,2.9,Medium,6.89,3.73,23.5
3869,30,Unknown,Urban,YouTube Shorts,2.59,7.7,4,41,7.99,5.8,Low,8.78,7.2,62.8
3870,21,Male,Urban,TikTok,4.36,8.25,12,40,7.45,5.2,High,6.47,3.34,24.8
3871,20,Female,Suburban,TikTok,5.13,13.12,15,68,6.07,2.2,Medium,6.01,5.18,28.2
3872,30,Female,Urban,Instagram Reels,2.46,6.73,7,30,7.88,6.5,Low,8,5.73,44
3873,20,Female,Urban,Instagram Reels,5.68,14.02,15,48,6.42,4.1,High,4.62,3.56,40.8
3874,22,Female,Suburban,TikTok,3.77,8.84,13,44,7.09,3.3,High,7.84,4.54,38.6
3875,19,Female,Urban,YouTube Shorts,4.8,9.63,12,58,6.57,5.7,High,5.8,3.63,18.2
3876,22,Female,Suburban,TikTok,6.43,14.59,19,81,5.44,2.3,High,4.46,2.66,16.4
3877,19,Male,Urban,Instagram Reels,4.58,10.99,9,43,6.26,4.3,High,6.1,3.08,11.7
3878,38,Female,Rural,YouTube Shorts,1.14,4.33,3,9,7.32,5.2,Low,8.16,7.33,68.3
3879,25,Female,Urban,YouTube Shorts,3.31,9.25,6,15,6.36,6.3,High,8.89,5.18,42.4
3880,24,Female,Urban,TikTok,3.97,8.42,11,59,7.1,2.1,High,8.19,5.6,38.4
3881,22,Female,Urban,Instagram Reels,3.07,11.63,9,26,7.43,2.2,Low,6.6,4.79,28.1
3882,34,Female,Urban,Instagram Reels,1.25,4.27,4,6,9.69,7.7,Low,9.68,7.27,40
3883,26,Male,Urban,Instagram Reels,3,7.27,9,23,6.68,6.6,Medium,8.66,6.02,48
3884,16,Male,Urban,Instagram Reels,4.32,11.47,10,40,6.04,1.5,High,7.4,6.37,49.4
3885,30,Non-binary,Urban,Instagram Reels,3.69,7.38,7,18,7.43,3.4,Medium,7.33,5.27,32.1
3886,40,Male,Urban,TikTok,1.81,5.82,2,23,8.39,5.8,Low,10,8.98,62.6
3887,34,Male,Urban,TikTok,2.22,3.9,6,38,8.02,6.7,Medium,8.33,7.09,53.6
3888,29,Female,Rural,Instagram Reels,3.01,7.54,9,18,7.37,3.8,High,6.92,4.59,27.1
3889,20,Male,Urban,YouTube Shorts,1.94,4.98,6,15,5.89,6.3,Medium,8.41,5.17,49.9
3890,30,Male,Urban,YouTube Shorts,3.75,7.73,8,49,7.33,2,Low,8.68,6.35,32.9
3891,40,Female,Urban,YouTube Shorts,0.32,2,1,24,9.9075,7.3,Low,10,7.8,73.1
3892,16,Male,Rural,TikTok,5.22,10.79,16,32,7.17,4,Medium,6.39,4.24,28.2
3893,27,Female,Urban,Instagram Reels,3.67,9.1,10,40,7.11,3.4,Low,8.29,7.05,44.9
3894,36,Female,Rural,Instagram Reels,3.82,11.68,8,50,7.5,3.3,Medium,6.59,5.13,37.9
3895,44,Female,Suburban,YouTube Shorts,1.43,4.13,1,15,7.44,5.6,Medium,7.39,5.48,42.4
3896,26,Male,Urban,Instagram Reels,2.35,7.91,6,33,7.15,4.9,Low,9.14,8.01,60.9
3897,31,Male,Rural,Instagram Reels,4.39,9.95,8,33,6.32,3.4,Medium,7.64,5.91,47.4
3898,26,Male,Suburban,TikTok,4.56,11.17,12,54,6.78,2.6,High,7.04,3.88,29.5
3899,34,Male,Suburban,Instagram Reels,2.65,6.87,5,38,6.48,5.3,Medium,8.02,6.44,34.5
3900,17,Male,Rural,YouTube Shorts,3.9,10.65,8,41,6.45,3.2,High,5.87,4.86,32.6
3901,15,Female,Suburban,TikTok,4.83,12.14,13,33,6.99,4.1,High,7.3,5.03,39.3
3902,36,Female,Urban,YouTube Shorts,2.11,5.18,7,35,8,4.9,Low,9.85,7.56,60.1
3903,23,Female,Urban,Instagram Reels,4.8,12.58,14,51,5.24,2.6,High,6.79,4.36,27.8
3904,15,Male,Rural,TikTok,4.5,8.61,13,54,5.87,5.9,High,6.61,3.93,24.6
3905,22,Female,Suburban,TikTok,3.87,7.5,10,58,6.3,6.2,Medium,6.18,3.86,33.4
3906,25,Male,Urban,TikTok,3.64,10.2,6,17,5.92,4.6,Medium,8.83,6.29,41
3907,34,Female,Rural,YouTube Shorts,3.33,8.31,9,33,7.59,4.9,Medium,9.32,6.25,43.9
3908,44,Unknown,Suburban,YouTube Shorts,3.32,7.5,10,52,8.67,2.2,Low,9.63,7.53,49.8
3909,31,Male,Rural,TikTok,4.12,11.58,10,36,6.84,1.1,Low,6.58,5.04,42.9
3910,23,Female,Urban,TikTok,3.98,9.7,10,36,5.97,5.6,High,8.75,5.48,28.6
3911,40,Female,Urban,TikTok,2.67,4.53,11,47,6.75,4.1,Medium,9.05,6.37,40.2
3912,19,Male,Suburban,Instagram Reels,2.9,11.02,10,25,7.23,2.2,Medium,8.74,6.92,51.9
3913,37,Male,Rural,YouTube Shorts,2.34,5.82,8,,8.17,8.3,Low,7.4,6.78,55.1
3914,37,Female,Suburban,YouTube Shorts,1.52,6.53,4,24,6.88,5.3,High,8.63,5.76,52.9
3915,19,Male,Rural,YouTube Shorts,2.34,8.04,8,32,7.87,5.7,Medium,7.52,5.38,57.9
3916,19,Male,Urban,TikTok,4.94,9.94,12,37,6.45,5.8,High,4.54,3.24,32
3917,27,Male,Rural,Instagram Reels,4.73,13.27,14,51,6.25,6,High,7.14,3.31,31.6
3918,22,Male,Suburban,YouTube Shorts,3.7,7.56,9,33,6.86,5.5,Medium,8.57,5.86,39.6
3919,35,Female,Urban,YouTube Shorts,1.28,4.84,4,27,7.69,8.4,Low,8.9,7.34,59.6
3920,27,Female,Urban,Instagram Reels,2.62,8.36,6,14,6.89,3.9,High,7.38,4.88,30
3921,28,Male,Urban,TikTok,4.18,11.21,13,55,6.82,4.4,High,7.1,4.4,33.8
3922,23,Female,Urban,TikTok,4.84,12.38,7,45,6.39,2.8,High,6.72,4.4,24.4
3923,36,Female,Suburban,TikTok,3.39,9.13,9,47,7.01,6.7,High,7.94,5.51,49.3
3924,33,Female,Urban,Instagram Reels,1.75,4.46,2,22,7.08,8.4,Low,9.06,6.86,57.2
3925,34,Female,Suburban,TikTok,3.15,5.47,7,37,7.34,5.3,Medium,8.16,7.04,51.3
3926,30,Male,Urban,Instagram Reels,3.31,6.04,7,28,8.02,4.2,Medium,8.61,6.48,30.5
3927,42,Male,Urban,YouTube Shorts,0.3,5.43,3,3,8.21,,Low,8.7,6.12,51.8
3928,19,Female,Urban,TikTok,4.52,10.3,12,70,5.58,,High,6.89,4.91,25.2
3929,30,Female,Urban,Instagram Reels,3.88,9.13,11,50,6.7,5.7,Medium,7.95,5.05,40.5
3930,18,Female,Rural,Instagram Reels,4.48,13.91,11,49,4.66,4.4,High,6.32,5.22,27.5
3931,34,Male,Urban,Instagram Reels,1.14,4.15,4,8,8.7,6.1,Low,10,8.72,60
3932,22,Male,Suburban,Instagram Reels,4.65,11.06,7,31,7.47,4.7,High,6.83,5.12,33.2
3933,24,Female,Rural,Instagram Reels,2.74,4.81,6,29,7.2,2.7,Medium,8.67,6.79,49.2
3934,23,Female,Urban,YouTube Shorts,4.48,8.04,14,56,5.61,4.8,High,4.31,3.45,40.2
3935,41,Male,Suburban,YouTube Shorts,1.27,4.51,6,30,8.41,6,Low,8.13,6.69,49.3
3936,33,Male,Suburban,YouTube Shorts,2.56,8.5,8,15,7.06,1.3,Low,7.72,5.67,45.7
3937,18,Female,Suburban,YouTube Shorts,2.95,9.8,11,39,5.81,3.1,High,6.73,3.57,20.5
3938,22,Female,Urban,Instagram Reels,3.21,6.63,7,13,7.28,3.2,Medium,8.15,4.59,42.4
3939,22,Male,Urban,Instagram Reels,3.87,8.65,11,39,8.15,4.8,Medium,6.15,5.38,41.3
3940,26,Male,Rural,YouTube Shorts,2.49,5.13,5,,7.55,3.5,Medium,9.48,5.51,48.8
3941,17,Unknown,Urban,TikTok,4.55,9.12,15,50,5.54,3.7,High,6.19,4.55,25.2
3942,21,Male,Suburban,TikTok,3.36,8.52,9,33,7.1,,High,7.19,4.05,38.4
3943,39,Female,Urban,YouTube Shorts,0.3,2,2,2,9,7.5,Low,9.09,6.96,57.5
3944,16,Female,Rural,TikTok,5.24,14.08,11,33,4.61,1.5,High,4.47,1.99,10
3945,35,Female,Suburban,Instagram Reels,4.28,11,9,56,8.09,4.3,Low,8.38,7.11,66
3946,27,Female,Urban,Instagram Reels,3.66,10.83,11,50,6.12,3.8,High,5.95,1.97,17.3
3947,30,Non-binary,Suburban,YouTube Shorts,3.02,8.37,5,44,7.51,4.3,Low,7.55,6.21,52.6
3948,15,Female,Urban,TikTok,5.28,12.61,12,52,6.19,1,High,7.55,5.11,35.9
3949,33,Female,Suburban,TikTok,2.99,5.48,9,21,7.19,5.7,Medium,8.39,6.17,48.6
3950,16,Female,Urban,TikTok,3.87,8.72,9,42,6.03,2.6,High,7.62,5.12,37.2
3951,19,Male,Urban,TikTok,3.09,5.92,9,29,6.75,4.5,Medium,6.31,4.49,28.1
3952,19,Female,Urban,Instagram Reels,4,9.96,11,40,8.69,3.8,Medium,8.31,6.75,47.3
3953,28,Male,Urban,Instagram Reels,2.3,6.94,5,25,7.45,5.2,Low,8.36,6.34,44.4
3954,29,Male,Urban,TikTok,2.91,8.02,7,36,6.93,5,Low,8.37,5.53,45.9
3955,21,Female,Urban,TikTok,5.36,11.95,14,72,6.48,3.6,High,7.76,4.56,32.3
3956,33,Female,Urban,YouTube Shorts,0.64,2.97,3,23,7.53,4.8,Low,8.2,7,57.1
3957,31,Female,Suburban,TikTok,3.8,9.38,11,34,5.77,7.3,Medium,8.73,5.82,38.1
3958,20,Male,Rural,YouTube Shorts,2.91,6.71,6,32,8.07,1.1,Medium,9.27,6.13,54
3959,43,Male,Suburban,Instagram Reels,0.9,3.1,3,15,8.06,8.2,Low,7.71,5.03,47.6
3960,23,Male,Urban,Instagram Reels,3.94,8.61,11,49,8.12,5.5,Medium,7.95,5,34.9
3961,22,Male,Rural,Instagram Reels,4.33,10.97,7,29,7.2,1.9,High,7.58,5.06,40.8
3962,15,Female,Urban,TikTok,5.19,12.13,13,61,7.27,2.7,High,5.99,2.87,29.1
3963,28,Female,Suburban,TikTok,3.7,9.24,9,39,6.76,4.3,High,8.47,5.61,45.9
3964,27,Male,Suburban,YouTube Shorts,1.05,6.06,4,11,8.41,5.6,Low,8.64,5.82,50.2
3965,24,Unknown,Urban,Instagram Reels,4.78,12.27,13,67,6.94,3.6,High,8.22,4.92,40.2
3966,15,Female,Urban,Instagram Reels,4.66,11.96,14,53,7.45,3.3,High,6.18,3.7,35.8
3967,29,Male,Urban,YouTube Shorts,2.88,7.52,6,44,8.3,4.1,Medium,8.86,8.07,40.2
3968,30,Male,Urban,Instagram Reels,1.89,4.65,5,32,8.08,4.5,Low,8.79,5.91,49.3
3970,25,Non-binary,Urban,TikTok,4.07,9.42,10,55,8.13,3.2,Low,8.75,5.75,45.6
3971,26,Male,Suburban,TikTok,3.99,11.02,15,49,7.28,0.2,Medium,8.61,5.23,34.4
3972,28,Female,Urban,YouTube Shorts,4.16,10.13,10,49,8.51,2.2,High,6.28,3.2,38.8
3973,33,Male,Suburban,YouTube Shorts,1.77,5.61,4,5,8.29,,Low,8.25,5.62,36.9
3974,44,Male,Urban,TikTok,1.34,5.05,4,0,7.36,4,Low,7.19,5.71,44.9
3975,16,Female,Suburban,TikTok,3.79,7.58,4,5,9.17,5.1,Low,9.43,7.33,59.2
3976,21,Male,Suburban,Instagram Reels,3.48,8.95,10,49,7.53,3.9,High,7.56,4.52,41.9
3977,30,Male,Rural,YouTube Shorts,2.87,8.28,5,20,8.72,6.9,Medium,8.09,5.41,55.1
3978,32,Male,Rural,Instagram Reels,2.31,4.11,5,9,8.49,7.2,High,7.91,5.6,38.7
3979,33,Female,Suburban,Instagram Reels,0.3,2.04,3,23,8.82,4.8,Low,9.82,8.14,56.1
3980,23,Female,Suburban,Instagram Reels,3.45,6.71,11,36,6.38,4.6,High,6.95,4.04,17.1
3981,24,Unknown,Urban,YouTube Shorts,5.07,10.26,12,32,6.49,3.7,High,6.34,3.35,25.2
3982,19,Non-binary,Urban,TikTok,3.59,9.05,12,61,7.99,4.9,Low,7.05,7.1,42.6
3984,17,Female,Urban,Instagram Reels,3.23,9.04,8,16,6.93,4.9,High,8.59,5.82,35.8
3985,20,Female,Suburban,TikTok,4.02,10.12,12,56,7.08,5.4,High,4.65,2.61,17.9
3986,40,Male,Suburban,TikTok,1.21,2.95,2,6,7.77,7.6,Low,9.61,8.46,71.3
3987,43,Female,Urban,Instagram Reels,2.5,7.99,7,43,7.99,2.3,Medium,6.69,5.11,42
3988,40,Male,Suburban,YouTube Shorts,2.85,10.66,9,45,7.52,4.8,Medium,7.74,6.26,35.6
3990,29,Male,Suburban,Instagram Reels,2.84,9.31,9,39,6.13,6.2,High,6.8,3.49,43.4
3991,31,Male,Urban,TikTok,3.01,10.3,10,32,6.82,5.4,High,6.91,2.29,13.6
3992,36,Male,Suburban,TikTok,0.97,3.89,3,27,7.35,7.2,Medium,8.22,6.37,38.7
3993,24,Female,Urban,YouTube Shorts,3.94,8.33,9,47,6.52,3.1,High,7.23,5.25,30.6
3994,25,Male,Urban,TikTok,2.73,9.92,9,45,6.98,4.2,Medium,7.44,5.87,40.3
3995,43,Female,Rural,Instagram Reels,2.42,7.51,10,38,7.54,2.7,High,7.98,5.81,41.9
3996,38,Male,Suburban,YouTube Shorts,1.53,5.56,2,13,6.81,6.4,Low,9.3,9.03,63.4
3997,17,Female,Urban,TikTok,3.59,8.79,9,31,6.88,4,Medium,7.92,5.88,43
3998,21,Female,Rural,Instagram Reels,2.83,8.67,6,,6.05,4.1,High,6.45,4.87,33.5
3999,33,Male,Rural,Instagram Reels,2.15,7.95,3,10,6.93,6.3,Medium,8.64,5.59,33.2
4000,39,Male,Urban,YouTube Shorts,0.3,4.68,1,20,7.98,2.8,Low,10,7.21,64.5
4001,16,Unknown,Suburban,Instagram Reels,5.13,12.75,11,45,5.11,,High,6.37,2.66,15.1
4002,32,Female,Urban,Instagram Reels,1.6,5.16,7,20,6.85,5.8,Medium,6.94,5.05,34.5
4003,19,Male,Rural,TikTok,4.45,13.63,10,31,5.81,2.4,High,6.99,4.16,26.8
4004,25,Male,Urban,Instagram Reels,4.78,9.08,14,73,6.46,5.9,Medium,7.24,5.49,42.8
4005,32,Male,Suburban,YouTube Shorts,0.65,6.42,2,25,7.01,3.4,Low,10,7.29,52.3
4006,23,Female,Urban,TikTok,3.41,6.49,9,34,6.28,5.7,High,6.68,4.96,40.2
4007,30,Female,Urban,YouTube Shorts,2.27,9.3,2,0,7.21,3.1,Medium,8.48,5.5,52.6
4009,24,Male,Urban,TikTok,4.26,9.89,13,52,7.58,3.3,High,7.31,5.5,43.3
4010,24,Unknown,Urban,TikTok,4.29,8.67,11,49,7.01,,High,7.01,3.79,31.5
4011,27,Male,Rural,TikTok,3.16,6.62,9,33,7.41,5.8,High,8,6.47,47.7
4012,26,Female,Rural,Instagram Reels,3.86,9.71,12,52,7.04,2.3,Medium,8.61,6.23,32.2
4013,24,Male,Urban,Instagram Reels,4.52,10.03,8,31,5.83,0.7,High,6.63,4.14,21
4014,40,Female,Suburban,YouTube Shorts,0.5,4.28,3,13,8.64,7.6,Low,8.78,4.81,45.2
4015,36,Female,Suburban,YouTube Shorts,0.68,2,1,0,8.61,7.8,Low,8.32,6.81,51.7
4016,21,Female,Urban,TikTok,4.56,10.19,7,39,7.19,4.8,High,5.07,3.4,11
4017,28,Male,Suburban,Instagram Reels,4.67,11.54,14,47,8.29,2.7,Low,7.69,5.25,42.4
4018,30,Male,Urban,YouTube Shorts,1.59,7.32,3,17,6.9,3.8,Medium,6.82,6.02,49.3
4019,21,Female,Suburban,Instagram Reels,3.93,11.69,11,45,9.19,1.1,Low,7.77,4.19,33
4020,22,Non-binary,Urban,Instagram Reels,3.27,10.27,9,35,7.31,3.6,Medium,7.9,6.44,29.8
4021,40,Female,Suburban,YouTube Shorts,1.07,6.41,3,0,8.21,5,Low,8.48,6.18,56.8
4022,18,Female,Urban,TikTok,3.83,7.91,8,43,6.35,5.1,High,7.11,5.45,44.5
4023,18,Male,Urban,YouTube Shorts,4.17,8.43,9,38,6.87,7.2,Medium,6.85,5,35.9
4024,22,Male,Urban,YouTube Shorts,4.47,11.83,12,27,5.94,4.5,High,7,6.31,50.4
4025,23,Male,Urban,TikTok,3.91,9.56,13,57,7.35,4.6,Medium,8.48,4.42,28.7
4026,34,Female,Suburban,YouTube Shorts,2.46,7.34,5,8,7.1,,Medium,7.48,5.98,34.8
4027,26,Female,Suburban,Instagram Reels,3.43,9.4,5,34,6.03,5.2,High,6.29,5.27,32.8
4028,36,Female,Urban,YouTube Shorts,0.83,4.15,2,27,6.45,4.4,Medium,8.98,6.93,47.2
4029,37,Female,Urban,YouTube Shorts,0.3,4.23,2,4,9.07,7.7,Low,9.43,7.4,47.4
4030,19,Female,Rural,Instagram Reels,4.66,9.71,10,41,5.75,5.8,High,5.34,2.99,20.3
4031,19,Female,Rural,Instagram Reels,4.39,7.37,15,61,7.34,,Low,8.04,6.13,34.8
4032,19,Male,Suburban,Instagram Reels,3.12,8.64,11,44,7.14,7.3,Medium,9.47,7.36,45.3
4033,23,Non-binary,Urban,TikTok,4.76,11.86,13,72,7.34,4.9,Medium,7.56,6.19,49.4
4034,17,Female,Urban,Instagram Reels,5,12.56,11,,7.6,0.1,Medium,7.75,6.93,46.5
4035,43,Female,Urban,YouTube Shorts,2.32,6,5,17,7.34,6.4,Low,9.52,6.5,40.6
4036,16,Male,Urban,TikTok,5.98,12.26,13,32,6.97,1.6,Medium,7.01,6.18,37
4037,18,Female,Suburban,YouTube Shorts,3.89,8.68,6,23,7.63,4.1,Medium,7.9,4.84,32.6
4038,32,Female,Urban,Instagram Reels,3.01,8.89,8,49,6.3,7.8,Medium,9.25,8.7,66.4
4039,18,Female,Urban,TikTok,4.87,11.76,15,45,5.67,4.6,High,4.86,2.29,17.3
4040,34,Male,Urban,YouTube Shorts,2.96,8.88,4,12,6.76,5.9,Medium,6.55,4.45,50.2
4041,19,Male,Suburban,TikTok,5.5,13.44,15,50,5.81,2.2,High,6.31,3.37,12.2
4042,19,Unknown,Suburban,Instagram Reels,4.67,10.97,16,83,5.56,2.6,High,6.37,4.18,16
