user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
1573,36.0,3.41,16.43,7.65,9.18,4.56,50.35,High,Instagram Reels
1574,40.0,4.18,9.73,6.47,7.01,8.75,80.24,Medium,Tiktok
1575,42.0,5.07,10.77,8.31,6.56,4.19,48.03,Medium,Youtube Shorts
1576,32.0,1.33,6.14,7.28,9.34,1.43,47.52,Medium,Youtube Shorts
1577,35.0,0.71,7.02,4.5,9.94,2.93,61.22,High,Instagram Reels
1578,31.0,5.33,7.22,8.33,2.47,2.94,45.67,High,Tiktok
1579,21.0,2.23,3.94,8.16,7.74,9.54,55.346,Low,Tiktok
1580,31.0,1.21,8.89,7.77,6.22,9.32,98.18,Low,Youtube Shorts
1581,34.0,3.08,11.03,6.33,5.15,3.71,41.2,High,Instagram Reels
1583,31.0,0.67,2.86,6.39,8.65,5.65,99.62,Low,Instagram Reels
1584,34.0,2.01,9.38,7.68,7.27,8.18,68.136,Medium,Youtube Shorts
1585,36.0,0.68,4.73,8.4,4.44,3.42,96.58,Low,Tiktok
1586,36.0,2.81,8.24,8.45,6.99,4.95,55.67,High,Tiktok
1587,42.0,5.42,8.96,6.27,5.79,2.56,98.94,High,Instagram Reels
1589,22.0,4.0,10.15,4.51,5.05,7.83,93.08,Low,Youtube Shorts
1590,31.0,1.39,7.5,4.51,2.91,4.85,47.82,Low,Instagram Reels
1592,15.0,3.34,9.63,7.26,7.48,8.11,96.51,Low,Youtube Shorts
1593,27.0,1.35,10.69,4.76,1.33,7.87,89.14,Unknown,Instagram Reels
1597,41.0,4.4,6.42,8.28,6.16,5.11,82.3,Low,Youtube Shorts
1598,38.0,1.6,10.9,7.69,7.85,6.96,40.75,Medium,Tiktok
1599,33.0,1.66,6.68,5.89,7.85,3.75,97.04,Low,Instagram Reels
1601,44.0,1.71,5.27,7.31,1.6,2.48,61.5,Medium,Instagram Reels
1602,43.0,2.91,5.4,8.08,7.24,4.62,73.67,Medium,Youtube Shorts
1603,31.0,4.8,10.96,7.35,5.6,4.18,82.95,Unknown,Instagram Reels
1604,27.0,4.81,6.26,8.95,4.0,9.06,56.4,Low,Tiktok
1605,43.0,2.99,9.9,8.11,3.11,5.91,57.47,High,Youtube Shorts
1607,30.0,5.11,11.49,5.83,3.66,7.2,80.2,Low,Instagram Reels
1608,22.0,4.1,7.75,7.41,5.13,5.78,82.38,Low,Youtube Shorts
1610,32.0,2.01,2.9,1.4549999999999987,6.24,8.05,59.35,Low,Instagram Reels
1611,15.0,2.23,6.93,5.72,4.26,4.16,69.23,Medium,Tiktok
1612,28.0,1.14,11.01,6.14,9.28,1.76,72.52,Low,Instagram Reels
1613,33.0,2.0,10.77,6.79,5.46,9.88,78.96,Medium,Tiktok
1614,29.0,1.65,2.47,8.2,4.81,6.78,77.06,High,Instagram Reels
1615,32.0,3.0,5.04,7.81,1.43,7.38,62.35,Medium,Instagram Reels
1616,16.0,5.5,6.43,4.59,6.39,7.81,58.761,Medium,Youtube Shorts
1617,36.0,1.07,3.72,5.23,6.43,6.52,58.48,High,Tiktok
1618,42.0,4.46,9.3,4.13,6.25,5.24,78.72,Low,Youtube Shorts
1620,32.0,1.03,5.47,5.12,7.87,7.55,48.06,Medium,Youtube Shorts
1621,44.0,5.57,8.63,8.0,8.81,8.61,40.36,Medium,Tiktok
1622,20.0,3.63,6.82,8.52,1.53,4.96,41.78,High,Instagram Reels
1623,33.0,2.5,9.39,5.96,3.86,9.14,92.05,Medium,Youtube Shorts
1624,18.0,4.66,11.61,6.82,3.87,7.59,67.47,Medium,Tiktok
1625,15.0,1.92,3.17,7.53,6.91,7.72,79.45,High,Tiktok
1626,22.0,4.31,9.1,8.76,5.04,1.78,95.74,Low,Youtube Shorts
1627,43.0,0.72,4.3,8.56,8.0,6.56,47.58,High,Instagram Reels
1628,37.0,5.12,6.14,4.29,4.46,4.02,66.86,Low,Tiktok
1631,24.0,1.72,5.2,7.08,2.64,2.0,99.62,High,Instagram Reels
1632,24.0,4.22,5.42,7.55,2.78,5.77,82.7,Low,Youtube Shorts
1633,33.0,4.75,11.0,5.54,2.95,5.06,78.51,Low,Instagram Reels
1634,28.0,3.1,9.42,8.27,1.14,7.99,95.22,Low,Youtube Shorts
1635,16.0,3.9,11.72,6.26,7.44,5.52,90.24,Medium,Instagram Reels
1636,42.0,3.01,7.99,8.99,4.6,5.33,91.9,High,Tiktok
1638,37.0,3.24,5.28,4.55,4.33,7.02,70.87,Medium,Instagram Reels
1639,37.0,5.13,5.2,5.51,9.15,9.948,86.96,Low,Instagram Reels
1640,42.0,4.91,5.26,4.13,5.6,4.17,50.89,Low,Instagram Reels
1641,32.0,2.76,8.73,7.91,9.88,7.2,85.09,High,Instagram Reels
1642,21.0,1.77,7.31,4.26,5.86,2.51,40.55,Low,Youtube Shorts
1646,39.0,3.38,4.19,8.21,7.3,2.07,84.37,Low,Youtube Shorts
1648,17.0,2.44,9.85,6.07,8.43,9.48,78.84,Medium,Tiktok
1650,37.0,1.85,9.24,7.13,1.77,6.2,68.55,Low,Youtube Shorts
1653,22.0,1.04,10.13,1.4549999999999987,3.8,6.39,75.08,Medium,Youtube Shorts
1654,36.0,1.99,7.8,5.33,3.33,6.43,46.89,Low,Youtube Shorts
1659,33.0,1.98,9.52,7.94,3.35,8.84,88.12,High,Youtube Shorts
1660,15.0,0.73,9.09,7.38,3.67,8.78,62.18,High,Instagram Reels
1661,42.0,4.38,4.89,2.0,4.25,7.95,71.22,Low,Tiktok
1664,16.0,4.39,5.14,7.55,4.78,4.49,81.19,Medium,Instagram Reels
1665,17.0,0.67,3.96,8.55,2.03,6.98,89.72,Medium,Tiktok
1666,38.0,5.29,7.16,8.2,5.21,6.11,78.79,Medium,Youtube Shorts
1667,28.0,1.26,11.1,6.56,2.66,3.7,97.14,High,Youtube Shorts
1668,38.0,1.2,2.44,7.4,2.95,5.08,76.34,Medium,Instagram Reels
1669,28.0,1.47,9.66,6.07,3.57,8.47,88.918,Medium,Tiktok
1670,25.0,5.78,7.72,7.24,2.12,9.21,98.97,High,Youtube Shorts
1671,30.0,4.31,6.25,5.29,7.49,2.85,44.97,Low,Instagram Reels
1672,18.0,4.91,9.44,6.17,8.13,5.11,68.78,Low,Tiktok
1674,19.0,2.35,4.29,4.19,7.2,5.4,67.91,Medium,Instagram Reels
1675,36.0,1.79,3.44,6.94,4.5,9.79,69.98,Low,Instagram Reels
1676,35.0,3.14,11.13,8.32,2.48,5.67,77.32,High,Tiktok
1677,28.0,3.54,8.69,4.13,4.57,8.47,66.36,High,Youtube Shorts
1678,37.0,3.97,6.38,4.98,6.01,6.98,59.48,Medium,Tiktok
1679,30.0,1.91,7.73,6.3,1.37,1.96,42.59,Low,Youtube Shorts
1680,32.0,5.72,9.46,7.33,6.89,7.26,42.09,High,Tiktok
1681,21.0,1.43,9.73,4.86,7.68,6.82,50.5,Medium,Youtube Shorts
1682,24.0,5.81,11.2,4.28,8.74,7.83,66.94,High,Tiktok
1683,21.0,0.58,6.27,6.6,1.92,1.629,63.982,High,Instagram Reels
1687,33.0,3.64,7.95,7.32,7.89,9.2,60.59,Low,Youtube Shorts
1688,30.0,2.9,6.2,4.65,8.52,5.66,87.82,Low,Tiktok
1690,33.0,4.53,6.69,6.68,5.74,7.29,54.7,High,Instagram Reels
1691,18.0,4.27,8.91,8.77,3.69,5.62,61.76,High,Youtube Shorts
1692,43.0,5.08,9.99,5.44,8.58,3.85,99.57,High,Tiktok
1693,42.0,1.87,6.93,6.44,8.47,1.18,48.27,High,Instagram Reels
1696,15.0,2.53,9.86,4.36,7.65,6.25,68.035,High,Instagram Reels
1697,29.0,3.17,6.13,6.83,1.24,7.93,44.7,Low,Youtube Shorts
1698,19.0,2.23,8.97,8.23,8.74,3.11,57.4,Low,Youtube Shorts
1699,34.0,1.28,7.07,8.94,5.02,7.28,65.14,Low,Tiktok
1700,25.0,1.68,4.41,7.49,4.97,9.1,89.33,Low,Instagram Reels
1701,24.0,1.08,9.96,5.9,7.02,6.59,82.47,High,Youtube Shorts
1703,17.0,4.13,7.25,5.76,3.39,2.84,59.95,High,Youtube Shorts
1706,26.0,0.79,7.03,2.5,5.73,7.38,40.45,Medium,Instagram Reels
1707,34.0,5.36,7.0,6.08,6.05,7.17,52.44,Low,Youtube Shorts
1708,19.0,5.24,9.07,7.58,5.99,9.6,52.69,Low,Tiktok
1709,19.0,2.94,9.45,8.58,5.37,6.67,43.67,High,Tiktok
1710,20.0,3.72,9.28,8.6,9.51,4.7,67.31,Medium,Instagram Reels
1712,23.0,3.43,8.32,7.18,1.97,2.38,40.24,High,Tiktok
1713,16.0,5.48,7.77,6.66,9.37,8.32,77.7,Low,Tiktok
1714,35.0,0.96,6.22,4.92,2.92,4.29,92.76,Low,Youtube Shorts
1715,26.0,1.55,7.97,4.62,7.74,2.39,46.45,Medium,Instagram Reels
1717,34.0,3.72,3.93,4.8,9.64,9.85,89.11,Medium,Instagram Reels
1718,40.0,4.99,11.06,6.88,8.12,6.61,52.87,Low,Instagram Reels
1720,26.0,2.64,5.08,6.63,9.56,3.42,88.24,Medium,Instagram Reels
1722,31.0,4.91,8.26,4.29,4.9,1.5,89.84,High,Youtube Shorts
1724,44.0,1.59,10.82,4.77,8.22,7.86,88.96,Medium,Instagram Reels
1725,38.0,3.22,10.29,8.95,3.17,8.08,77.06,Low,Instagram Reels
1726,41.0,4.58,8.52,5.72,9.23,9.89,63.51,Medium,Youtube Shorts
1727,28.0,4.74,6.58,5.46,2.99,1.61,76.07,High,Youtube Shorts
1728,37.0,3.25,11.33,4.26,8.8,9.0,78.17,High,Youtube Shorts
1729,31.0,2.18,10.31,7.18,5.61,3.85,85.97,Medium,Youtube Shorts
1732,31.0,2.75,7.67,8.6,1.93,9.88,99.38,Medium,Youtube Shorts
1733,28.0,2.04,7.88,8.0,4.12,9.83,81.871,Medium,Youtube Shorts
1734,23.0,4.52,5.31,5.15,4.84,8.78,94.65,Low,Tiktok
1735,22.0,1.83,6.62,6.43,5.31,1.82,59.17,Low,Tiktok
1736,16.0,1.44,2.78,6.29,7.65,8.57,58.97,Low,Youtube Shorts
1737,27.0,3.41,5.57,5.74,4.17,6.71,61.74,Low,Youtube Shorts
1738,39.0,2.09,8.96,8.09,4.66,2.16,66.38,High,Instagram Reels
1739,21.0,3.96,11.53,4.55,9.15,3.36,97.68,Low,Tiktok
1740,23.0,1.15,11.63,6.08,7.77,7.2,44.41,Medium,Youtube Shorts
1741,36.0,4.1,7.56,6.14,1.21,8.23,69.91,Medium,Tiktok
1742,36.0,2.06,8.07,6.34,8.31,8.63,49.67,Low,Youtube Shorts
1743,25.0,0.5,3.86,8.31,9.91,6.323,88.65,Medium,Instagram Reels
1747,40.0,1.78,8.68,4.87,3.5,2.54,45.53,High,Tiktok
1748,43.0,4.78,5.1,4.37,6.89,7.66,62.6,High,Instagram Reels
1750,16.0,5.84,10.32,5.1,3.53,4.45,48.25,High,Instagram Reels
1751,37.0,2.55,5.1,5.81,3.3,1.7,99.01,High,Instagram Reels
1753,25.0,0.85,2.75,4.46,6.77,1.84,57.35,Low,Youtube Shorts
1754,20.0,2.68,4.52,6.8,3.64,9.22,86.49,Low,Tiktok
1756,35.0,3.46,9.74,8.83,9.09,9.91,68.82,High,Tiktok
1757,24.0,2.08,5.22,5.71,3.66,3.21,51.2,Medium,Youtube Shorts
1758,18.0,1.16,10.05,7.48,9.69,7.12,82.93,Medium,Youtube Shorts
1760,20.0,4.05,6.93,5.4,1.91,3.69,90.92,Low,Youtube Shorts
1761,16.0,2.56,8.88,7.74,1.5,1.87,72.37,Low,Instagram Reels
1762,31.0,5.73,8.52,8.16,4.05,6.71,72.89,High,Tiktok
1763,19.0,0.62,8.01,1.4549999999999987,3.33,4.29,96.01,Medium,Instagram Reels
1764,39.0,2.17,11.25,8.96,8.59,3.46,86.38,Medium,Youtube Shorts
1766,40.0,2.27,6.94,5.09,8.96,7.79,91.48,High,Tiktok
1767,26.0,1.89,10.84,7.9,6.3,5.37,45.51,Medium,Instagram Reels
1770,24.0,1.07,4.33,8.28,6.25,3.69,56.86,Medium,Tiktok
1771,36.0,5.69,8.33,8.8,6.56,5.38,40.91,Low,Youtube Shorts
1773,41.0,1.5,3.9,8.86,9.43,1.22,88.539,Low,Youtube Shorts
1774,39.0,4.42,6.59,6.06,6.76,9.49,48.36,High,Tiktok
1775,20.0,2.62,8.14,5.09,8.54,5.89,59.68,Low,Youtube Shorts
1776,41.0,2.71,4.49,6.57,6.58,1.18,68.8,Low,Youtube Shorts
1777,22.0,4.81,5.01,7.25,3.85,7.31,69.63,Medium,Youtube Shorts
1778,16.0,5.8,8.14,6.29,7.63,1.64,75.74,High,Tiktok
1779,26.0,1.2,11.46,6.83,3.07,7.49,68.33,High,Tiktok
1781,39.0,3.15,9.83,6.62,4.62,9.86,93.03,High,Youtube Shorts
1782,35.0,2.57,5.67,8.76,2.35,4.08,63.88,High,Youtube Shorts
1783,21.0,2.5,4.72,6.5,4.72,2.3,92.6,Low,Tiktok
1784,24.0,0.79,6.54,5.27,3.79,1.83,53.18,Medium,Youtube Shorts
1785,27.0,4.27,10.07,7.79,2.01,1.65,47.28,High,Instagram Reels
1786,31.0,2.9,6.56,5.69,8.41,8.29,54.36,Low,Youtube Shorts
1788,35.0,4.99,11.89,4.28,4.12,9.78,99.1,Medium,Tiktok
1791,40.0,2.14,3.5,4.43,1.16,1.84,76.482,Low,Tiktok
1792,28.0,4.01,5.84,7.29,5.92,9.13,66.71,High,Instagram Reels
1796,25.0,0.72,5.16,5.48,2.24,2.63,97.24,Low,Tiktok
1797,15.0,1.02,3.85,7.6,4.5,7.34,74.12,Low,Youtube Shorts
1798,33.0,0.54,11.32,7.12,6.59,9.06,98.19,Low,Tiktok
1799,35.0,1.34,8.69,8.0,1.41,7.88,74.6,Low,Tiktok
1800,18.0,0.88,11.12,7.22,8.96,3.82,48.7,Medium,Tiktok
1801,33.0,5.98,11.72,4.84,1.61,4.18,63.06,Medium,Tiktok
1802,40.0,2.09,6.97,7.35,1.28,2.7,87.54,Medium,Instagram Reels
1803,43.0,1.32,4.34,5.96,1.02,8.42,65.3,High,Instagram Reels
1804,35.0,1.83,3.94,6.32,7.15,1.96,45.98,High,Youtube Shorts
1806,22.0,3.36,9.09,5.8,1.93,6.41,54.22,Low,Instagram Reels
1810,41.0,2.34,8.42,6.27,2.6,3.74,84.76,Low,Instagram Reels
1811,21.0,1.64,8.65,6.99,9.34,4.15,78.74,High,Youtube Shorts
1812,22.0,2.58,5.72,6.04,7.82,2.56,71.45,Low,Tiktok
1813,17.0,2.24,10.06,5.95,7.52,5.18,52.89,Low,Youtube Shorts
1815,16.0,2.09,3.05,4.15,5.7,6.88,56.54,Medium,Tiktok
1816,37.0,3.67,9.97,5.48,6.18,2.52,57.039,Medium,Instagram Reels
1817,29.0,0.86,11.53,8.06,4.44,8.78,55.47,Medium,Instagram Reels
1818,38.0,1.55,2.6,8.6,3.9,7.3,45.74,High,Instagram Reels
1819,36.0,2.74,5.91,6.06,8.67,9.02,69.92,Low,Youtube Shorts
1821,19.0,2.57,3.46,4.99,6.63,8.19,71.32,Low,Tiktok
1822,38.0,4.15,10.68,5.11,4.55,8.93,67.19,Medium,Tiktok
1823,15.0,1.9,4.84,8.23,6.99,1.4,71.19,Medium,Tiktok
1825,18.0,0.82,8.71,5.11,3.15,3.71,88.91,Medium,Tiktok
1828,33.0,1.46,4.21,5.31,9.77,1.08,94.11,Medium,Youtube Shorts
1830,34.0,0.59,4.41,6.55,1.92,3.42,84.01,High,Instagram Reels
1831,25.0,3.57,5.45,6.28,6.31,5.69,80.71,Medium,Youtube Shorts
1832,31.0,2.59,10.33,6.92,4.78,6.61,44.37,High,Youtube Shorts
1833,44.0,3.29,5.66,8.45,7.86,8.12,94.09,High,Youtube Shorts
1834,41.0,3.6,9.55,4.45,5.75,3.25,63.051,Low,Youtube Shorts
1835,27.0,2.22,6.39,7.47,5.6,7.45,84.45,Medium,Tiktok
1836,25.0,2.12,9.85,8.63,6.82,2.06,56.62,Low,Tiktok
1837,16.0,4.53,11.76,5.07,2.14,7.34,71.54,Low,Instagram Reels
1839,40.0,1.56,10.62,7.49,5.4,1.77,76.65,Medium,Tiktok
1840,16.0,1.04,8.22,4.07,8.38,2.05,57.78,Low,Youtube Shorts
1841,35.0,5.44,10.17,5.16,2.25,6.02,67.5,Medium,Youtube Shorts
1842,23.0,2.42,8.52,7.03,3.71,1.42,80.56,Medium,Youtube Shorts
1843,23.0,3.53,6.24,6.51,9.55,2.69,66.71,High,Tiktok
1844,22.0,2.48,4.28,6.64,5.98,2.71,94.64,High,Tiktok
1845,31.0,1.19,2.7,5.16,9.36,5.33,92.05,Low,Instagram Reels
1846,15.0,3.74,7.36,7.38,7.2,3.24,48.81,Low,Instagram Reels
1847,39.0,3.39,11.9,5.33,9.34,5.28,87.1,High,Instagram Reels
1848,43.0,1.62,9.38,5.95,3.86,5.69,96.54,Low,Tiktok
1849,25.0,2.99,5.27,5.84,1.81,7.58,59.01,Low,Tiktok
1850,22.0,4.88,10.27,7.36,8.22,9.51,56.936,Medium,Tiktok
1851,24.0,3.75,9.69,4.45,8.24,5.53,40.58,Low,Youtube Shorts
1852,39.0,1.03,4.82,5.03,6.57,4.2,46.94,Low,Instagram Reels
1855,17.0,4.86,10.77,5.04,2.59,9.49,63.24,Medium,Youtube Shorts
1856,32.0,3.96,10.37,7.04,6.55,7.88,56.0,Low,Tiktok
1857,19.0,1.34,4.95,7.66,1.45,2.85,49.84,High,Instagram Reels
1858,26.0,4.41,4.85,7.3,2.27,9.04,70.53,Medium,Instagram Reels
1859,26.0,4.23,9.93,6.38,4.94,7.62,83.39,High,Youtube Shorts
1860,33.0,0.63,11.38,4.26,8.39,2.15,73.05,High,Instagram Reels
1861,44.0,2.76,9.79,8.8,7.6,7.42,42.13,Unknown,Youtube Shorts
1864,26.0,1.69,7.26,8.56,4.43,3.7,66.42,High,Tiktok
1865,33.0,3.75,4.34,7.49,2.43,1.76,61.99,Low,Youtube Shorts
1866,19.0,5.52,10.08,5.09,1.33,7.92,53.79,High,Tiktok
1867,26.0,4.89,5.87,5.58,3.38,8.46,58.11,Medium,Instagram Reels
1868,41.0,5.57,10.34,4.15,3.2,3.09,78.67,Medium,Tiktok
1870,31.0,0.56,10.24,7.06,2.26,4.87,59.93,Medium,Instagram Reels
1872,31.0,2.77,6.4,4.05,9.28,1.7,67.07,High,Instagram Reels
1873,24.0,5.23,8.15,8.09,7.73,8.28,49.372,Medium,Instagram Reels
1874,39.0,1.88,2.7,7.69,8.58,9.3,95.63,Medium,Tiktok
1875,37.0,5.9,11.48,4.7,8.24,6.05,82.33,Medium,Instagram Reels
1877,29.0,4.86,7.08,7.19,7.38,3.43,47.34,High,Tiktok
1878,26.0,0.97,10.39,6.48,7.79,1.897,90.93,Unknown,Instagram Reels
1879,44.0,1.51,10.66,4.58,2.85,3.33,69.02,High,Youtube Shorts
1880,30.0,4.67,7.22,4.44,8.74,8.31,87.81,Low,Tiktok
1881,38.0,0.62,11.27,7.91,5.12,1.5,42.0,High,Instagram Reels
1883,22.0,0.58,3.13,4.86,6.79,5.65,77.33,High,Youtube Shorts
1884,35.0,4.11,7.97,8.15,7.09,9.473,69.28,Low,Tiktok
1885,31.0,2.51,5.54,7.06,5.97,3.25,57.7,High,Youtube Shorts
1886,37.0,3.86,6.64,7.02,2.91,8.0,52.07,Low,Tiktok
1887,19.0,4.33,5.28,6.4,5.34,6.25,58.11,Medium,Instagram Reels
1888,36.0,2.38,6.05,6.84,4.6,7.09,84.54,Medium,Tiktok
1889,30.0,1.09,10.23,7.01,9.77,8.76,53.441,High,Instagram Reels
1890,20.0,0.88,7.93,8.84,8.42,1.24,75.63,Low,Instagram Reels
1891,22.0,3.74,11.97,5.11,7.86,5.77,65.42,Medium,Youtube Shorts
1892,39.0,3.36,9.87,5.07,2.63,7.72,85.78,High,Instagram Reels
1893,32.0,4.58,4.74,4.29,3.98,8.96,52.1,Low,Youtube Shorts
1894,39.0,3.3,4.64,7.29,4.42,2.19,56.21,Low,Tiktok
1895,26.0,2.82,5.36,6.75,5.43,4.07,63.92,Low,Tiktok
1896,29.0,2.69,10.43,4.56,1.27,1.71,49.99,Low,Instagram Reels
1897,41.0,0.65,2.27,5.82,6.34,8.51,67.67,High,Youtube Shorts
1898,40.0,2.35,4.3,4.89,4.22,8.72,64.96,Low,Youtube Shorts
1899,23.0,5.87,11.05,5.66,6.06,5.35,99.41,Low,Instagram Reels
1901,40.0,2.31,4.27,7.42,3.89,1.92,44.17,Low,Tiktok
1902,29.0,3.73,4.19,4.04,7.92,6.62,67.6,Low,Youtube Shorts
1904,30.0,2.93,10.94,4.05,8.1,8.55,90.586,Low,Youtube Shorts
1905,21.0,0.6,4.56,7.57,7.29,8.18,97.71,High,Tiktok
1907,37.0,3.31,10.35,8.97,1.07,9.87,50.58,High,Tiktok
1908,40.0,5.83,9.71,7.67,3.35,8.42,40.21,Medium,Tiktok
1909,35.0,4.31,10.14,6.59,5.94,4.02,76.98,Low,Tiktok
1910,36.0,0.89,7.18,8.02,9.47,7.74,80.376,High,Instagram Reels
1911,40.0,1.54,11.12,7.52,7.12,4.89,47.87,High,Instagram Reels
1912,21.0,4.74,5.26,5.22,5.11,6.94,50.01,Medium,Youtube Shorts
1914,29.0,3.9,9.09,6.78,5.44,3.22,96.63,Low,Tiktok
1915,35.0,4.04,7.39,6.26,4.97,8.16,49.42,Low,Tiktok
1918,33.0,4.84,10.44,5.41,3.87,2.21,69.749,Medium,Tiktok
1919,30.0,1.92,4.93,4.05,1.81,7.194,87.88,High,Tiktok
1920,22.0,4.4,8.55,8.58,1.42,1.33,63.76,Low,Tiktok
1921,32.0,1.68,2.4,7.43,4.95,3.22,84.18,High,Youtube Shorts
1922,41.0,0.72,8.1,7.45,4.12,3.89,63.81,Medium,Instagram Reels
1923,37.0,1.61,9.17,6.86,6.0,4.89,93.95,High,Tiktok
1924,43.0,1.48,5.69,7.45,7.41,9.69,59.53,Low,Tiktok
1925,32.0,2.36,4.15,8.91,1.36,1.61,71.39,Low,Instagram Reels
1926,44.0,2.8,7.38,5.93,5.47,2.52,71.31,Low,Youtube Shorts
1927,34.0,3.3,10.33,7.56,8.76,2.83,78.93,Low,Instagram Reels
1928,21.0,3.12,5.24,5.8,5.1,4.82,58.4,Medium,Instagram Reels
1929,17.0,1.99,4.52,8.27,5.69,1.55,78.56,Medium,Unknown
1930,32.0,0.66,4.79,8.29,5.38,9.69,52.295,Low,Instagram Reels
1931,41.0,3.83,11.49,8.51,4.51,6.04,93.62,Medium,Youtube Shorts
1932,24.0,2.68,5.59,4.03,1.99,8.32,48.65,Low,Instagram Reels
1934,31.0,5.27,9.82,4.67,2.61,6.95,81.59,High,Instagram Reels
1935,28.0,4.61,8.99,6.27,8.13,9.14,60.46,High,Instagram Reels
1937,17.0,3.22,11.85,5.28,9.53,2.15,97.96,Low,Instagram Reels
1938,26.0,1.22,8.08,7.62,8.29,9.12,51.7,High,Instagram Reels
1939,42.0,4.33,7.01,5.35,7.16,5.72,83.38,Medium,Youtube Shorts
1940,27.0,1.63,5.82,8.27,7.48,3.41,51.02,Medium,Tiktok
1941,16.0,2.93,10.99,4.89,1.43,6.48,94.32,Medium,Youtube Shorts
1942,17.0,0.86,4.44,5.84,6.12,3.53,84.52,Medium,Tiktok
1944,25.0,1.19,3.22,7.03,1.35,8.35,92.75,Medium,Instagram Reels
1945,22.0,5.47,9.59,4.39,3.62,1.29,72.97,Medium,Instagram Reels
1946,40.0,5.25,7.96,8.23,1.46,2.65,49.13,Low,Instagram Reels
1947,37.0,3.06,8.09,6.99,6.13,9.61,53.29,Low,Youtube Shorts
1949,26.0,3.91,8.51,8.34,5.31,3.73,53.24,Low,Youtube Shorts
1950,21.0,4.92,9.65,6.73,7.48,9.31,68.58,Medium,Instagram Reels
1951,29.0,2.87,5.58,8.55,2.48,9.2,92.07,High,Tiktok
1952,38.0,4.82,10.01,8.24,7.8,1.4,41.39,Low,Youtube Shorts
1953,31.0,3.04,5.49,8.79,1.54,4.26,54.31,Low,Youtube Shorts
1956,36.0,3.04,7.51,6.35,8.16,6.2,57.85,High,Instagram Reels
1957,39.0,4.82,11.7,5.06,8.65,3.89,62.95,Medium,Tiktok
1958,27.0,5.02,11.81,8.55,2.98,7.63,62.41,Low,Tiktok
1959,32.0,3.55,4.82,7.61,1.86,2.445,56.539,Unknown,Tiktok
1960,15.0,1.49,6.41,5.41,8.63,6.36,81.93,High,Youtube Shorts
1962,27.0,5.82,10.73,7.43,2.42,3.27,90.6,Low,Instagram Reels
1963,24.0,4.64,7.69,6.39,6.02,2.46,95.05,Medium,Instagram Reels
1964,26.0,4.96,5.85,4.41,8.85,2.89,94.03,High,Instagram Reels
1965,44.0,0.68,3.13,4.71,1.63,8.74,72.41,Low,Youtube Shorts
1966,16.0,3.07,11.47,7.73,1.75,9.23,51.14,Unknown,Youtube Shorts
1967,37.0,4.06,7.3,5.64,3.46,7.8,53.33,Medium,Youtube Shorts
1969,24.0,0.77,5.5,7.83,2.6,3.08,95.1,Low,Instagram Reels
1971,44.0,3.52,8.02,4.84,7.75,3.79,96.14,Low,Tiktok
1972,41.0,1.59,11.3,4.49,6.05,7.99,55.74,High,Tiktok
1973,37.0,2.24,10.57,6.96,2.04,3.28,45.18,High,Instagram Reels
1974,27.0,2.05,6.6,7.71,9.89,9.76,87.78,High,Youtube Shorts
1975,27.0,3.42,10.26,4.75,5.41,8.17,92.76,High,Tiktok
1976,32.0,0.78,6.23,5.86,5.07,10.0,66.88,Low,Tiktok
1977,17.0,1.37,4.52,8.35,9.96,5.13,46.15,Low,Instagram Reels
1979,21.0,1.23,5.04,6.27,5.11,3.52,43.75,High,Instagram Reels
1980,28.0,1.78,5.24,4.4,4.77,6.43,66.35,Low,Instagram Reels
1982,43.0,3.34,3.34,5.16,9.34,1.27,67.72,Low,Instagram Reels
1983,44.0,4.7,9.61,5.19,8.59,3.6,69.31,Low,Tiktok
1985,43.0,4.84,7.12,6.92,7.78,9.84,77.2,Medium,Tiktok
1987,35.0,1.12,5.75,8.45,3.05,8.31,63.76,High,Youtube Shorts
1988,26.0,1.36,3.12,7.1,6.52,3.47,60.22,Medium,Tiktok
1989,39.0,2.9,6.16,6.99,3.3,8.75,62.1,High,Tiktok
1990,30.0,2.68,9.9,8.94,8.11,5.534,44.21,Low,Tiktok
1991,38.0,4.59,6.39,7.14,2.38,3.18,59.3,Medium,Youtube Shorts
1992,26.0,3.69,6.32,8.64,7.02,7.39,51.99,Medium,Tiktok
1993,29.0,2.63,7.57,5.43,3.93,8.57,57.45,High,Youtube Shorts
1995,24.0,1.75,10.56,6.58,2.11,7.43,99.31,Low,Youtube Shorts
1996,44.0,3.67,5.08,6.54,6.89,2.63,95.41,Medium,Tiktok
1997,39.0,2.83,10.22,5.13,3.16,9.44,89.3,Low,Youtube Shorts
1998,21.0,3.33,7.66,7.5,6.68,1.78,84.23,Medium,Instagram Reels
2000,19.0,4.15,4.95,7.45,7.23,3.6,85.12,High,Youtube Shorts
2002,44.0,1.92,8.23,7.45,3.78,4.66,76.08,Medium,Tiktok
2003,31.0,3.2,4.31,6.39,2.31,5.12,58.35,Medium,Instagram Reels
2004,17.0,5.87,11.2,8.89,4.07,5.67,40.2,Medium,Instagram Reels
2005,27.0,2.33,7.75,5.67,6.71,1.37,61.22,Low,Tiktok
2006,28.0,3.77,11.2,8.91,7.66,2.97,64.29,Medium,Instagram Reels
2007,38.0,1.0,2.46,4.32,2.44,8.27,83.99,High,Instagram Reels
