user_id,age,gender,location,platform,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,stress_level,attention_span_score,focus_level,task_completion_rate
USR03658,22.0,F,Rural,Instagram Reels,3.12,6.38,12,43,5.52,5.8,Medium,6.28,4.74,17.0
USR03659,15.0,Female,Suburban,YouTube Shorts,2.68,8.21,6,43,7.06,3.8,Low,6.97,4.88,43.7
USR03660,34.0,Female,Rural,Instagram Reels,1.99,4.22,6,9,8.74,7.4,low,9.2,6.91,45.5
USR03661,15.0,Female,Urban,Instagram Reels,5.06,12.87,12,39,6.61,3.0,high,5.58,3.14,32.0
USR03662,22.0,Male,Urban,Instagram Reels,4.13,8.22,11,48,6.8,5.7,High,7.59,5.58,46.3
USR03663,35.0,Male,Urban,TikTok,0.5,2.0,1,0,8.11,6.2,Low,8.54,6.65,47.7
USR03664,27.0,Male,Urban,YouTube Shorts,3.46,7.74,7,24,7.0,5.7,Medium,8.4,6.28,42.3
USR03665,34.0,Female,Urban,Instagram Reels,2.68,6.28,6,,7.55,6.7,Medium,7.44,5.5,32.1
USR03666,24.0,Female,Urban,YouTube Shorts,3.03,7.29,7,30,7.28,1.9,Low,8.33,4.78,24.2
USR03667,38.0,Non-binary,Urban,Instagram Reels,2.62,8.36,7,40,6.92,7.3,Medium,8.36,5.96,48.6
USR03668,32.0,Male,Rural,YouTube Shorts,2.17,5.61,4,23,9.0,5.1,Low,8.77,7.4,51.1
USR03669,24.0,Female,Suburban,YouTube Shorts,4.03,11.97,11,38,5.93,4.0,High,6.49,4.39,32.7
USR03670,39.0,Male,Urban,YouTube Shorts,1.4,6.25,4,23,7.82,5.3,Low,8.95,7.99,53.5
USR03671,28.0,Male,Urban,Tik Tok,2.61,6.34,10,,5.21,,high,6.81,4.23,31.0
USR03672,22.0,male,Urban,YouTube Shorts,3.73,8.93,4,20,6.93,3.0,hi,7.35,4.79,33.5
USR03673,23.0,Female,Suburban,Instagram Reels,4.13,8.47,13,56,6.81,5.4,Moderate,7.7,4.41,25.9
USR03674,32.0,Male,Suburban,YouTube Shorts,2.62,8.07,8,38,7.38,4.0,Low,7.66,5.39,35.7
USR03675,35.0,Female,Urban,YOUTUBE SHORTS,1.49,5.24,7,32,8.0,4.8,Medium,9.6,6.41,57.2
USR03676,42.0,Male,Urban,Instagram reels,0.74,5.62,2,13,7.46,5.1,L,8.27,6.09,42.4
USR03677,40.0,Female,Rural,youtube shorts,1.8,4.24,4,15,6.77,3.6,Medium,8.99,7.04,45.7
USR03678,38.0,Male,Rural,TikTok,2.93,7.34,7,39,7.54,5.5,Low,10.0,7.86,53.3
USR03679,28.0,Male,Urban,YouTube Shorts,2.11,5.63,6,18,8.11,5.8,Medium,8.7,6.74,47.2
USR03680,28.0,Male,Suburban,YOUTUBE SHORTS,0.8,2.67,2,8,8.69,10.0,Low,9.07,7.85,51.9
USR03681,25.0,Female,Urban,Instagram Reels,5.47,14.47,12,37,7.13,2.2,High,5.92,4.89,32.2
USR03682,26.0,Female,Urban,YouTube Shorts,2.19,7.43,6,21,8.45,3.8,Low,6.63,4.13,28.2
USR03683,37.0,Male,Suburban,YouTube Shorts,0.76,5.48,3,20,6.64,7.1,Medium,9.58,6.98,57.9
USR03684,18.0,Male,Rural,TikTok,4.76,11.47,12,53,5.87,5.2,High,5.18,1.94,10.0
USR03685,31.0,,Urban,YouTube Shorts,0.81,2.82,1,0,8.45,10.0,Low,9.67,6.83,56.3
USR03686,30.0,,Urban,TikTok,3.36,6.48,9,29,6.91,4.3,Medium,8.41,6.43,59.7
USR03687,26.0,Male,Suburban,Instagram Reels,3.2,8.64,7,35,6.18,6.8,Medium,7.49,4.26,39.0
USR03688,28.0,Female,Urban,YouTube Shorts,4.21,10.1,10,45,7.12,4.8,Medium,4.44,2.27,19.4
USR03689,15.0,Female,Urban,Instagram Reels,5.13,11.93,15,61,5.38,3.8,High,6.44,2.6,14.5
USR03690,21.0,Male,Suburban,YouTube Shorts,4.38,9.87,15,,6.49,5.3,High,7.38,4.97,44.2
USR03691,26.0,m,Urban,YouTube Shorts,3.11,7.9,9,40,8.58,5.0,Low,8.69,6.9,50.7
USR03692,30.0,Male,Urban,YouTube Shorts,2.18,8.11,3,0,7.83,,Medium,8.55,7.59,60.2
USR03693,34.0,Female,Urban,YouTube Shorts,3.29,8.54,8,45,8.32,5.0,Low,7.44,5.48,46.2
USR03694,16.0,Male,Suburban,tik_tok,3.25,9.83,12,56,6.61,5.2,High,6.13,3.75,33.4
USR03695,38.0,Female,Suburban,TikTok,2.43,8.37,8,30,7.35,3.8,lo,7.75,6.09,49.2
USR03696,35.0,Female,Urban,Instagram Reels,1.76,7.45,5,8,7.91,4.7,Low,7.91,7.01,51.2
USR03697,24.0,Female,Suburban,YouTube Shorts,3.9,9.14,6,22,6.26,4.1,Medium,7.33,5.52,40.0
USR03698,31.0,Female,Rural,Instagram Reels,1.98,7.79,6,27,7.56,4.9,Medium,8.99,6.58,47.0
USR03699,22.0,Male,Suburban,Instagram Reels,2.74,9.18,5,5,7.58,3.0,Low,7.67,6.12,39.1
USR03700,150,Female,Rural,YouTube Shorts,3.56,9.39,8,30,7.09,5.1,Low,10.0,8.04,46.8
USR03701,26.0,Male,Suburban,YouTube Shorts,2.38,6.61,6,8,7.61,4.4,Low,9.43,7.37,41.9
USR03702,21.0,Male,Suburban,YouTube Shorts,4.91,13.7,9,52,5.53,,High,6.78,5.02,37.8
USR03703,22.0,Male,Urban,Instagram Reels,4.13,8.5,10,21,7.54,2.0,Low,8.25,7.02,34.0
USR03704,17.0,Female,Urban,tiktok,3.8,7.63,10,44,6.68,9.0,High,8.65,6.19,42.7
USR03705,25.0,Male,Urban,Instagram Reels,4.01,7.87,11,47,6.3,5.7,Medium,7.15,6.46,53.1
USR03706,19.0,Female,Rural,YouTube Shorts,4.69,12.65,11,40,7.34,1.4,high,8.1,5.28,35.7
USR03707,34.0,Female,Urban,YouTube Shorts,1.99,6.11,6,9,7.75,5.3,Low,10.0,8.09,55.4
USR03708,36.0,Male,Suburban,YouTube Shorts,2.8,8.83,7,35,7.04,3.7,Low,7.08,6.4,53.4
USR03709,29.0,Female,Urban,YOUTUBE SHORTS,1.99,4.63,7,37,7.24,4.4,Low,8.56,5.75,44.5
USR03710,16.0,f,Urban,Instagram Reels,4.6,10.11,14,61,7.4,3.7,Medium,7.53,6.65,39.3
USR03711,44.0,Female,Urban,YouTube Shorts,1.31,4.58,2,8,8.25,7.2,Low,8.09,6.13,59.5
USR03712,23.0,Female,Urban,YouTube Shorts,3.47,9.15,13,53,6.16,5.5,High,7.77,5.14,34.7
USR03713,30.0,Female,Suburban,Instagram Reels,3.72,9.58,10,56,7.38,0.6,Medium,7.13,4.68,45.9
USR03714,24.0,Male,Suburban,Tiktok,2.78,5.85,10,33,7.53,5.6,medium,8.41,5.24,39.6
USR03715,29.0,MALE,Suburban,Instagram reels,2.02,6.14,4,10,7.89,7.7,medium,9.0,6.42,47.9
USR03716,31.0,Non-binary,Urban,YouTube Shorts,0.59,5.71,2,7,8.72,6.5,Low,7.84,5.88,40.4
USR03717,26.0,Male,Urban,Instagram Reels,2.09,3.9,4,20,7.55,7.1,medium,7.35,6.76,36.7
USR03718,22.0,,Suburban,Instagram Reels,2.99,8.59,7,37,7.35,3.4,Med,7.76,4.03,36.3
USR03719,26.0,m,Urban,YouTube Shorts,3.9,8.76,13,46,7.63,4.1,Low,7.66,5.7,41.2
USR03720,15.0,,Suburban,TikTok,3.78,12.55,8,32,5.8,2.9,Medium,6.3,3.89,21.8
USR03721,39.0,Female,Urban,YouTube Shorts,0.57,2.29,5,13,7.99,5.8,Low,7.38,5.71,48.3
USR03722,19.0,Non-binary,Urban,TikTok,3.62,7.63,7,35,6.34,4.9,Medium,7.59,4.61,37.0
USR03723,30.0,Male,Urban,Tiktok,3.48,10.6,8,38,7.08,7.5,Medium,8.88,6.51,50.9
USR03724,42.0,f,Suburban,TikTok,3.42,7.66,11,42,7.95,1.4,lo,7.96,4.77,24.6
USR03725,44.0,Female,Urban,TikTok,1.24,5.37,3,22,6.04,4.5,Medium,7.83,5.97,32.5
USR03726,19.0,Female,Urban,Instagram Reels,4.62,10.74,10,60,6.3,1.3,High,7.42,5.35,45.1
USR03727,28.0,female,Urban,TikTok,3.81,5.97,11,24,7.14,6.0,Medium,8.8,7.93,67.9
USR03728,15.0,Male,Suburban,TikTok,4.37,11.09,9,40,6.3,2.5,High,6.22,3.72,18.9
USR03729,40.0,Female,Urban,YouTube Shorts,1.66,7.55,8,26,7.55,5.7,Low,8.75,7.14,66.9
USR03730,26.0,Female,Urban,Instagram Reels,3.35,11.18,8,22,8.1,8.5,Medium,8.74,5.61,28.9
USR03731,40.0,Female,Suburban,YouTube Shorts,3.23,6.31,9,37,7.36,5.0,low,8.92,7.0,52.5
USR03732,20.0,FEMALE,Suburban,Instagram Reels,4.22,10.2,11,55,6.89,6.4,High,7.84,4.73,37.5
USR03733,21.0,Male,Suburban,TikTok,4.11,10.75,12,35,6.46,4.3,High,5.17,3.29,15.1
USR03734,35.0,Female,Urban,TikTok,2.43,5.53,7,29,6.48,7.6,Medium,7.88,6.08,33.5
USR03735,26.0,Female,Suburban,Instagram Reels,3.35,8.62,11,45,6.54,4.6,Medium,7.11,7.06,47.6
USR03736,18.0,Male,Urban,TikTok,4.08,9.0,9,35,5.77,7.7,High,8.43,5.62,28.6
USR03737,42.0,Male,Suburban,YouTube Shorts,0.81,5.7,1,0,7.69,3.9,Low,9.15,5.45,52.9
USR03738,19.0,Male,Rural,TikTok,6.05,14.0,18,61,5.7,2.9,High,5.86,4.51,30.6
USR03739,32.0,Female,Suburban,YouTube Shorts,2.31,6.71,7,12,8.14,7.4,Medium,8.43,5.44,46.5
USR03740,34.0,Female,Urban,YouTube Shorts,4.01,10.64,11,32,6.51,,High,6.56,4.67,27.6
USR03741,29.0,Male,Urban,YouTube Shorts,2.5,9.37,9,28,7.53,6.0,Low,7.87,5.02,41.5
USR03742,19.0,Male,Urban,TikTok,5.57,12.13,14,54,6.07,6.1,High,6.92,5.01,31.0
USR03743,40.0,Male,Urban,TikTok,3.41,10.08,10,47,7.23,2.6,Medium,9.66,6.92,60.1
USR03744,18.0,Male,Urban,Instagram Reels,4.52,11.33,12,45,6.58,2.4,High,6.61,3.99,
USR03745,41.0,Male,Rural,YouTube Shorts,1.06,2.75,1,0,8.91,7.0,L,10.0,7.67,57.2
USR03746,24.0,Male,Urban,YouTube Shorts,3.83,9.5,10,58,7.72,4.4,Medium,8.02,5.27,42.0
USR03747,40.0,Female,Rural,Instagram Reels,2.77,8.2,4,24,7.32,,Low,8.6,7.49,48.2
USR03748,22.0,Male,Urban,instagram reels,4.98,12.66,17,74,7.34,4.6,High,6.9,3.73,49.4
USR03749,43.0,female,Suburban,TikTok,0.48,2.44,2,5,7.34,2.9,LOW,9.11,6.32,50.2
USR03750,30.0,Male,Urban,TikTok,3.77,10.42,11,28,7.79,7.4,LOW,7.49,5.16,29.2
USR03751,20.0,Female,Suburban,Instagram Reels,3.53,9.87,11,40,6.87,3.7,High,8.24,5.35,36.4
USR03752,23.0,Male,Urban,YouTube Shorts,3.91,9.96,11,44,6.17,2.9,High,7.58,5.08,46.2
USR03753,16.0,F,Urban,tik_tok,4.7,10.01,14,58,6.75,2.1,High,6.57,3.31,20.9
USR03754,25.0,Female,Suburban,TikTok,4.04,9.01,10,44,7.12,4.6,High,6.13,4.02,33.0
USR03755,16.0,Female,Urban,YouTube Shorts,3.8,7.84,11,38,6.25,4.9,Low,7.38,6.58,45.3
USR03756,34.0,MALE,Rural,YouTube Shorts,1.31,5.13,5,28,,5.5,Medium,8.35,6.77,52.2
USR03757,26.0,Female,Urban,TikTok,4.0,10.45,12,59,7.53,6.4,Medium,8.24,4.66,32.1
USR03758,15.0,,Rural,TikTok,6.16,11.15,13,51,6.01,1.3,High,7.24,4.93,24.9
USR03759,37.0,Male,Urban,YouTube Shorts,2.24,8.47,7,19,7.09,4.5,Medium,8.08,6.17,67.3
USR03760,18.0,Male,Rural,TikTok,4.78,12.38,14,63,7.65,4.8,High,6.54,3.32,17.0
USR03761,26.0,Non-binary,Suburban,Instagram Reels,3.02,8.5,5,30,7.12,2.7,Medium,8.72,6.78,47.3
USR03762,32.0,Male,Suburban,YouTube Shorts,2.61,8.97,7,35,6.96,3.4,Low,9.37,5.69,46.3
USR03763,34.0,f,Urban,YouTube Shorts,1.29,3.61,2,0,6.47,9.5,Low,8.98,6.18,52.8
USR03764,41.0,female,Rural,TikTok,1.66,3.45,6,4,8.12,4.4,Low,10.0,8.15,58.4
USR03765,33.0,Male,Suburban,Instagram Reels,2.54,7.52,8,29,7.15,4.8,Low,6.78,5.37,45.5
USR03766,28.0,Male,Suburban,INSTAGRAM REELS,3.64,9.33,9,39,7.05,3.3,High,7.17,6.56,45.5
USR03767,27.0,Female,Urban,Instagram Reels,2.17,7.49,5,27,7.79,7.1,Low,8.23,6.04,36.2
USR03768,29.0,Female,Rural,YouTube Shorts,2.72,9.71,8,34,7.58,3.6,Low,7.67,7.29,42.2
USR03769,37.0,,Urban,youtube_shorts,1.89,6.25,5,30,9.13,3.2,Low,9.36,7.33,64.2
USR03770,23.0,,Urban,Instagram Reels,2.87,6.56,8,42,7.83,4.8,Low,7.29,6.15,46.9
USR03771,36.0,Male,Urban,TikTok,3.58,10.33,10,27,6.73,2.7,Medium,7.58,3.85,22.3
USR03772,31.0,Male,Urban,YouTube Shorts,2.2,5.2,2,28,7.35,,L,9.36,7.88,67.3
USR03773,34.0,m,Urban,YouTube Shorts,3.0,5.97,9,30,8.14,4.3,Medium,8.14,5.88,34.1
USR03774,22.0,Male,Suburban,TikTok,3.6,9.11,13,62,7.71,7.1,High,7.22,4.93,45.1
USR03775,20.0,m,Urban,Instagram Reels,3.38,7.25,6,6,5.58,5.6,High,6.6,5.59,45.0
USR03776,20.0,Male,Urban,TikTok,5.61,13.57,12,45,5.65,4.2,Hi,6.5,3.82,10.6
USR03777,40.0,Female,Suburban,YouTube Shorts,0.67,2.0,4,17,8.27,5.7,Medium,7.9,6.92,51.1
USR03778,23.0,Male,Urban,TikTok,2.77,8.67,8,46,6.24,3.6,Low,6.67,5.88,42.7
USR03779,22.0,Male,Urban,youtube_shorts,3.89,13.49,10,31,7.31,2.5,Medium,7.48,4.85,38.5
USR03780,23.0,Male,Urban,TikTok,4.98,9.22,14,60,5.8,3.2,High,7.76,5.94,37.7
USR03781,22.0,male,Urban,TikTok,4.48,10.36,11,46,7.27,7.5,Moderate,6.12,4.51,
USR03782,17.0,Male,Rural,TikTok,4.73,9.72,14,44,5.85,4.5,High,8.17,7.26,49.4
USR03783,19.0,Male,Rural,Instagram Reels,4.15,10.62,11,44,7.32,2.9,Medium,9.01,5.99,59.1
USR03784,17.0,Female,Urban,Instagram Reels,3.23,9.94,9,34,6.97,5.1,Medium,8.78,8.42,54.5
USR03785,32.0, Female,Urban,Instagram Reels,1.28,4.41,3,14,7.29,5.3,Low,7.95,6.37,52.5
USR03786,24.0,Male,Urban,Insta Reels,2.4,5.9,7,5,6.35,5.3,Low,7.79,5.55,39.0
USR03787,39.0,Female,Urban,YouTube Shorts,1.72,5.5,3,16,6.11,6.9,Medium,9.17,5.86,48.6
USR03788,19.0,Female,Suburban,YouTube Shorts,4.0,9.0,10,43,5.08,5.4,High,8.17,4.27,
USR03789,36.0,Non-binary,Suburban,Instagram Reels,0.68,3.02,2,34,7.22,6.0,Low,9.81,7.39,59.4
USR03790,37.0,Female,Rural,Instagram Reels,0.97,2.0,3,12,9.24,7.1,Low,10.0,7.76,54.1
USR03791,21.0,Female,Urban,YouTube Shorts,3.05,9.22,8,36,7.53,2.9,Medium,7.71,5.17,41.1
USR03792,27.0,Male,Suburban,TikTok,3.83,11.24,11,25,6.89,2.9,Medium,8.48,8.32,54.8
USR03793,38.0,Male,Rural,YouTube Shorts,3.97,9.6,10,35,5.89,3.8,High,6.46,3.91,29.7
USR03794,39.0,Non-binary,Suburban,Instagram Reels,2.55,6.5,5,1,7.81,6.0,Medium,8.24,5.53,
USR03795,31.0,Male,Urban,Instagram Reels,3.08,6.52,11,33,7.52,4.6,Low,10.0,8.71,45.2
USR03796,44.0,Male,Urban,Instagram Reels,0.3,5.25,1,11,7.49,5.5,Low,8.96,7.87,58.6
USR03797,33.0,Female,Urban,TikTok,2.77,5.5,5,28,8.49,5.5,Medium,9.04,6.44,59.0
USR03798,22.0,Female,Suburban,Instagram Reels,2.49,5.46,7,24,6.88,6.7,lo,7.47,6.43,49.1
USR03799,25.0,Male,Rural,YouTube Shorts,2.37,8.34,8,36,7.82,6.1,Low,8.67,7.9,59.1
USR03800,32.0,Female,Suburban,TikTok,1.22,3.44,4,16,8.37,6.7,Medium,9.12,7.65,60.0
USR03801,17.0,Female,Urban,Instagram Reels,4.19,10.42,11,49,5.64,2.0,High,7.69,5.11,40.0
USR03802,25.0,Female,Suburban,YouTube Shorts,2.72,8.88,6,26,8.19,3.9,Low,9.78,7.34,69.9
USR03803,30.0,Male,Urban,TikTok,5.41,14.81,15,,7.78,3.5,Medium,7.28,5.02,37.1
USR03804,44.0,Male,Rural,YouTube Shorts,1.87,3.83,4,33,6.91,4.3,Medium,8.56,6.29,43.6
USR03805,30.0,Female,Suburban,YouTube Shorts,4.31,12.64,14,45,7.12,,High,7.45,4.79,22.9
USR03806,15.0,Male,Urban,TikTok,5.22,11.16,11,48,5.7,4.9,high,7.26,4.28,
USR03807,22.0,Female,Urban,TikTok,4.39,9.91,11,45,6.84,5.0,High,5.97,3.37,29.8
USR03808,,Female,Urban,YouTube Shorts,2.99,7.83,9,53,7.82,4.2,Low,8.25,5.93,49.0
USR03809,24.0,Male,Suburban,YouTube Shorts,5.25,11.4,14,53,6.24,4.1,Medium,6.1,4.27,14.2
USR03810,27.0,Female,Suburban,TikTok,4.19,11.24,10,,8.29,3.6,Low,6.45,6.51,47.6
USR03811,29.0,Female,Urban,Instagram Reels,2.73,7.61,4,,6.84,6.0,Medium,8.52,5.44,30.1
USR03812,19.0,Male,Rural,TikTok,3.6,7.04,9,52,4.68,3.8,High,6.86,4.55,23.0
USR03813,36.0,Male,Suburban,Instagram Reels,3.09,9.86,7,48,7.66,4.7,Medium,7.97,7.54,58.1
USR03814,25.0,Female,Urban,YouTube Shorts,2.09,6.8,3,26,8.61,5.3,Low,9.66,7.05,63.3
USR03815,22.0,Male,Urban,Instagram Reels,5.26,12.38,12,44,7.15,1.3,High,7.54,5.63,31.3
USR03816,23.0,Male,Urban,YouTube Shorts,4.17,12.14,13,69,5.76,2.1,High,7.88,4.52,33.5
USR03817,25.0,Female,Urban,Instagram Reels,3.67,9.06,11,45,6.71,2.5,Medium,7.78,6.15,30.5
USR03818,24.0,f,Urban,TikTok,3.94,9.57,9,43,5.77,4.8,High,6.1,4.12,40.9
USR03819,29.0,Female,Urban,YouTube Shorts,2.64,9.25,9,33,7.51,6.2,Low,8.95,5.48,49.6
USR03820,38.0,Female,Rural,YouTube Shorts,0.52,3.3,2,27,8.65,6.8,Low,9.83,7.27,49.6
USR03821,,Female,Urban,YouTube Shorts,2.73,7.27,11,51,7.55,2.0,Medium,6.05,4.1,36.6
USR03822,28.0,male,Suburban,Instagram Reels,3.61,7.9,7,33,6.9,5.2,Medium,8.24,6.61,34.1
USR03823,21.0,Male,Urban,Instagram Reels,3.16,8.74,7,21,7.48,6.1,High,7.5,5.69,50.8
USR03824,26.0,Non-binary,Urban,instagram,4.12,13.52,8,45,7.18,2.2,High,7.31,4.33,36.8
USR03825,37.0,Female,Urban,YouTube Shorts,1.66,5.44,8,37,8.18,4.9,Low,7.66,6.61,56.8
USR03826,31.0,MALE,Rural,YouTube Shorts,3.3,7.05,8,34,7.5,6.0,High,7.93,5.63,21.6
USR03827,29.0,Female,Urban,TikTok,4.2,8.78,9,32,7.37,4.6,MEDIUM,7.82,5.01,29.2
USR03828,18.0,Male,Urban,TikTok,4.83,10.29,13,53,7.76,3.2,High,7.07,4.06,41.5
USR03829,17.0,Male,Suburban,TikTok,4.52,8.42,11,45,6.96,5.1,Medium,6.44,6.0,45.7
USR03830,33.0,Female,Suburban,YouTube Shorts,1.32,3.99,1,13,9.06,4.4,Low,9.56,7.2,65.5
USR03831,30.0,Female,Rural,YouTube Shorts,3.11,7.83,9,32,7.81,3.7,Low,9.3,7.67,43.3
USR03832,28.0,Female,Urban,YouTube Shorts,2.96,6.98,8,51,7.52,6.0,High,6.96,4.49,37.5
USR03833,25.0,Male,Suburban,TikTok,5.29,11.57,15,53,6.33,3.7,HIGH,7.54,5.96,43.7
USR03834,44.0,Male,Urban,TikTok,2.47,6.11,5,24,7.92,,Medium,7.52,4.8,43.2
USR03835,35.0,F,Suburban,Instagram Reels,1.83,6.07,6,45,7.48,5.3,Medium,9.65,6.83,56.7
USR03836,34.0,Male,Rural,YouTube Shorts,2.75,9.73,6,43,6.75,6.1,Medium,7.28,4.14,32.4
USR03837,28.0,Female,Urban,Youtube Shorts,4.1,9.64,7,13,6.14,2.2,High,4.82,2.71,35.6
USR03838,21.0,Male,Rural,TikTok,3.69,7.64,9,41,7.0,4.9,High,9.83,5.27,43.1
USR03839,26.0,Female,Urban,TikTok,3.25,9.63,7,30,5.82,,H,7.39,4.71,
USR03840,24.0,Female,Suburban,TikTok,4.57,9.87,15,58,5.28,3.7,High,6.34,2.48,12.2
USR03841,22.0,Male,Suburban,Instagram Reels,4.94,12.11,11,49,5.31,3.5,High,7.63,5.25,39.7
USR03842,23.0,Male,Suburban,Tik Tok,4.18,9.71,10,44,6.93,5.3,High,5.37,2.45,17.2
USR03843,27.0,,Suburban,Youtube Shorts,3.3,9.45,9,28,9.37,3.8,LOW,8.04,7.06,63.8
USR03844,30.0,MALE,Urban,Instagram Reels,3.6,11.12,5,20,7.05,5.5,High,7.29,5.39,30.6
USR03845,35.0,Male,Rural,Instagram Reels,1.84,8.07,3,15,8.65,4.6,Medium,7.83,4.81,53.1
USR03846,15.0,Female,Rural,TikTok,5.72,11.7,15,49,6.28,1.8,High,4.74,2.39,10.0
USR03847,29.0,Male,Urban,Instagram Reels,3.29,7.04,5,29,9.11,7.1,Low,8.01,6.14,41.9
USR03848,17.0,Male,Suburban,Instagram Reels,4.47,9.77,10,29,6.04,5.1,High,6.81,4.16,28.3
USR03849,23.0,Male,Urban,TikTok,5.12,12.93,14,57,,1.6,High,7.63,6.05,36.6
USR03850,38.0,Non-binary,Urban,TikTok,2.0,6.23,5,8,8.26,5.0,Low,7.11,4.63,43.6
USR03851,21.0,Female,Rural,YouTube Shorts,2.8,7.48,6,27,7.45,5.9,Medium,7.65,5.02,34.3
USR03852,18.0,Male,Urban,tik_tok,5.3,12.07,16,,6.41,3.7,H,5.9,3.32,
USR03853,26.0, Female,Suburban,Instagram Reels,3.93,10.33,9,32,7.29,2.8,Medium,8.8,6.02,55.6
USR03854,18.0,Female,Suburban,Instagram Reels,3.97,8.65,10,26,5.34,2.4,Hi,5.46,3.67,31.8
USR03855,21.0,Non-binary,Rural,TikTok,4.9,8.65,13,35,6.91,6.2,High,6.54,3.28,25.5
USR03856,33.0,Male,Suburban,Instagram Reels,1.89,6.75,5,13,-1,6.0,Medium,8.51,6.71,55.8
USR03857,30.0,FEMALE,Urban,TikTok,4.01,10.73,11,61,7.28,6.2,Medium,6.89,5.46,24.2
USR03858,29.0,Female,Urban,TikTok,2.44,6.46,5,25,7.57,3.7,Low,8.87,8.17,50.7
USR03859,26.0,Female,Urban,TikTok,3.58,11.7,9,16,7.81,3.3,Medium,6.88,4.17,39.0
USR03860,29.0,Male,Urban,Instagram Reels,3.4,8.05,10,35,6.74,2.2,High,7.18,2.96,26.1
USR03861,31.0,Female,Suburban,TikTok,2.24,6.1,6,18,7.67,3.2,Low,8.04,5.79,45.0
USR03862,36.0,Female,Urban,TikTok,3.49,11.29,6,24,7.23,4.9,Low,8.41,6.23,56.1
USR03863,39.0,Female,Urban,Instagram Reels,2.28,7.33,5,1,9.24,7.4,Low,9.76,8.12,54.4
USR03864,30.0,Female,Urban,TikTok,3.54,7.41,8,12,7.92,5.8,Medium,7.22,4.31,24.7
USR03865,43.0,FEMALE,Urban,tik_tok,3.11,5.82,7,23,7.69,7.4,Medium,7.86,5.94,50.2
USR03866,32.0,Female,Urban,Instagram Reels,3.04,8.42,8,26,8.07,4.1,Medium,8.53,4.17,48.2
USR03867,38.0,male,Urban,YouTube Shorts,1.49,6.58,3,0,10.0,4.9,Low,8.95,7.63,60.5
USR03868,,Male,Suburban,TikTok,4.23,10.86,7,30,7.8,2.9,med,6.89,3.73,23.5
USR03869,30.0,,Urban,YOUTUBE SHORTS,2.59,7.7,4,41,7.99,5.8,Low,8.78,7.2,62.8
USR03870,21.0,M,Urban,TikTok,4.36,8.25,12,40,7.45,5.2,High,6.47,3.34,24.8
USR03871,20.0,Female,Suburban,TikTok,5.13,13.12,15,68,6.07,2.2,Medium,6.01,5.18,28.2
USR03872,30.0,Female,Urban,Instagram Reels,2.46,6.73,7,30,7.88,6.5,Low,8.0,5.73,44.0
USR03873,20.0,Female,Urban,Instagram Reels,5.68,14.02,15,48,6.42,4.1,High,4.62,3.56,40.8
USR03874,22.0,Female,Suburban,TikTok,3.77,8.84,13,44,7.09,3.3,High,7.84,4.54,38.6
USR03875,19.0,Female,Urban,YouTube Shorts,4.8,9.63,12,58,6.57,5.7,High,5.8,3.63,18.2
USR03876,22.0,Female,Suburban,TikTok,6.43,14.59,19,81,5.44,2.3,High,4.46,2.66,16.4
USR03877,19.0,Male,Urban,Instagram Reels,4.58,10.99,9,43,6.26,4.3,High,6.1,3.08,11.7
USR03878,38.0,Female,Rural,YouTube Shorts,1.14,4.33,3,9,7.32,5.2,Low,8.16,7.33,68.3
USR03879,25.0,F,Urban,YouTube Shorts,3.31,9.25,6,15,6.36,6.3,High,8.89,5.18,42.4
USR03880,24.0,Female,Urban,TikTok,3.97,8.42,11,59,7.1,2.1,High,8.19,5.6,38.4
USR03881,22.0,Female,Urban,Instagram Reels,3.07,11.63,9,26,7.43,2.2,Low,6.6,4.79,28.1
USR03882,34.0,Female,Urban,Instagram Reels,1.25,4.27,4,6,9.69,7.7,Low,9.68,7.27,40.0
USR03883,26.0,m,Urban,Instagram Reels,3.0,7.27,9,23,6.68,6.6,Medium,8.66,6.02,48.0
USR03884,16.0,M,Urban,INSTAGRAM REELS,4.32,11.47,10,40,6.04,1.5,High,7.4,6.37,49.4
USR03885,30.0,Non-binary,Urban,Instagram Reels,3.69,7.38,7,18,7.43,3.4,Medium,7.33,5.27,32.1
USR03886,40.0,Male,Urban,TikTok,1.81,5.82,2,23,8.39,5.8,Low,10.0,8.98,62.6
USR03887,34.0,Male,Urban,TikTok,2.22,3.9,6,38,8.02,6.7,Medium,8.33,7.09,53.6
USR03888,29.0,Female,Rural,Instagram Reels,3.01,7.54,9,18,7.37,3.8,High,6.92,4.59,27.1
USR03889,20.0,Male,Urban,YouTube Shorts,1.94,4.98,6,15,5.89,6.3,Medium,8.41,5.17,49.9
USR03890,30.0,m,Urban,YOUTUBE SHORTS,3.75,7.73,8,49,7.33,2.0,Low,8.68,6.35,32.9
USR03891,40.0,FEMALE,Urban,YouTube Shorts,0.32,2.0,1,24,10.0,7.3,Low,10.0,7.8,73.1
USR03892,16.0,Male,Rural,TikTok,5.22,10.79,16,32,7.17,4.0,Medium,6.39,4.24,28.2
USR03893,27.0,Female,Urban,Instagram Reels,3.67,9.1,10,40,7.11,3.4,Low,8.29,7.05,44.9
USR03894,36.0,Female,Rural,Instagram Reels,3.82,11.68,8,50,7.5,3.3,Medium,6.59,5.13,37.9
